boundary_family,seed,enforcement_mode,temporal_mode,parameter_count,selected_epoch,best_validation_mse,uniform_primary_defect_geometric_mean,primary_nonuniform_defect_geometric_mean,long_rollout_mse_geometric_mean,maximum_hard_boundary_evidence,boundary_stress_final_state_max,hard_boundary_pass,data_cache_sha256,checkpoint_sha256,run_dir
robin,31415,unconstrained,query_time,1249,150,0.00033069902565330267,0.011050194680474046,0.012449718311737554,0.0012207487438348678,15.669879913330078,0.1091659665107727,True,46330dd60e4b40a0e74488458bf83272ed64df69a9ecae122d5b7bdb398e47f1,80f06385e0afaa285b124cf75d78ebccb5f519a01ba9e6f218a177b1570c91a3,/work/home/zenghang/semigroup_runs/20260830-boundary-family-wave2-148f494-r1/wave-148f494-r1/cells/seed31415-robin-unconstrained-query_time
robin,161803,hard,autonomous,1249,150,5.27353358847904e-06,9.999999999999965e-17,2.7438000141336193e-07,3.985257009589155e-05,4.470348358154297e-07,0.0,True,46330dd60e4b40a0e74488458bf83272ed64df69a9ecae122d5b7bdb398e47f1,6a72b6f1ce9f500369c196238709f83e2c43504b0a1ba0f3fcb52d0c2c40bd82,/work/home/zenghang/semigroup_runs/20260830-boundary-family-wave2-148f494-r1/wave-148f494-r1/cells/seed161803-robin-hard-autonomous
robin,161803,hard,query_time,1249,150,3.1949151889421046e-05,0.03104663513897084,0.015057904845701473,0.0004391945421604787,1.0244548320770264e-06,0.0,True,46330dd60e4b40a0e74488458bf83272ed64df69a9ecae122d5b7bdb398e47f1,15fc5595a15b8540d0dd266d591d0e53554b324d2e298901df5bd848a0a500a3,/work/home/zenghang/semigroup_runs/20260830-boundary-family-wave2-148f494-r1/wave-148f494-r1/cells/seed161803-robin-hard-query_time
robin,161803,penalty,autonomous,1249,150,0.0017381692305207253,9.999999999999965e-17,1.318256982869436e-07,0.008939471217714861,1.0500001907348633,0.19458886981010437,True,46330dd60e4b40a0e74488458bf83272ed64df69a9ecae122d5b7bdb398e47f1,98edeb06f39ca3e85e53f5f980f3f1c6f9bcba71acd60e524af18f998ec67cfb,/work/home/zenghang/semigroup_runs/20260830-boundary-family-wave2-148f494-r1/wave-148f494-r1/cells/seed161803-robin-penalty-autonomous
robin,161803,penalty,query_time,1249,150,0.0017516004154458642,0.016706267702176873,0.021690079785716163,0.00991924918394948,1.0500001907348633,0.19859352707862854,True,46330dd60e4b40a0e74488458bf83272ed64df69a9ecae122d5b7bdb398e47f1,a1b4aff902dfda9b970b1cf8fb14c8bc4f18d614b8c04f8c5d42ad8a2998a201,/work/home/zenghang/semigroup_runs/20260830-boundary-family-wave2-148f494-r1/wave-148f494-r1/cells/seed161803-robin-penalty-query_time
robin,161803,unconstrained,autonomous,1249,150,0.00033764951513148844,9.999999999999965e-17,2.2848077768408054e-07,0.0012242990272091517,23.22894859313965,0.10876472294330597,True,46330dd60e4b40a0e74488458bf83272ed64df69a9ecae122d5b7bdb398e47f1,3db038002f906a6eadab658688b0e109a5156cc04c3c7144494df935244ca661,/work/home/zenghang/semigroup_runs/20260830-boundary-family-wave2-148f494-r1/wave-148f494-r1/cells/seed161803-robin-unconstrained-autonomous
robin,161803,unconstrained,query_time,1249,150,0.00038266234332695603,0.0331526505980708,0.01770591682240533,0.0016608058450226547,13.138775825500488,0.11166436970233917,True,46330dd60e4b40a0e74488458bf83272ed64df69a9ecae122d5b7bdb398e47f1,94321e75b745b9dad243e582c39e54e42c592701626215b597f67fbff3d3a16b,/work/home/zenghang/semigroup_runs/20260830-boundary-family-wave2-148f494-r1/wave-148f494-r1/cells/seed161803-robin-unconstrained-query_time
robin,271828,hard,autonomous,1249,150,1.2774794413417112e-06,9.999999999999965e-17,2.815440093705288e-07,5.061204625338349e-06,5.066394805908203e-07,0.0,True,46330dd60e4b40a0e74488458bf83272ed64df69a9ecae122d5b7bdb398e47f1,964717049955f8d0b740fd5ee28d91ed620fc2e4eff84874735f984c128d243a,/work/home/zenghang/semigroup_runs/20260830-boundary-family-wave2-148f494-r1/wave-148f494-r1/cells/seed271828-robin-hard-autonomous
robin,271828,hard,query_time,1249,150,5.010307177144568e-06,0.012858920899791456,0.007186827163234398,8.757198314981165e-05,4.284083843231201e-07,0.0,True,46330dd60e4b40a0e74488458bf83272ed64df69a9ecae122d5b7bdb398e47f1,72873e76e6098a38521e72fbbda2374ac25dc5bcb37a9344c643d4f44d8449e2,/work/home/zenghang/semigroup_runs/20260830-boundary-family-wave2-148f494-r1/wave-148f494-r1/cells/seed271828-robin-hard-query_time
robin,271828,penalty,autonomous,1249,130,0.0017221685266122222,9.999999999999965e-17,1.2868582897493368e-07,0.008623768416414204,1.0500001907348633,0.1893092691898346,True,46330dd60e4b40a0e74488458bf83272ed64df69a9ecae122d5b7bdb398e47f1,850f3575d4658a7d62c033f5becf2498530a0cb48f3071914ab248df85949d9a,/work/home/zenghang/semigroup_runs/20260830-boundary-family-wave2-148f494-r1/wave-148f494-r1/cells/seed271828-robin-penalty-autonomous
robin,271828,penalty,query_time,1249,130,0.0017438263166695833,0.02041294226923625,0.02178624972162783,0.009573484251866073,1.0500001907348633,0.19715821743011475,True,46330dd60e4b40a0e74488458bf83272ed64df69a9ecae122d5b7bdb398e47f1,43472fb4256c4917952843cb6cc432027a682eef276b9ea4418cc06b8c51fb71,/work/home/zenghang/semigroup_runs/20260830-boundary-family-wave2-148f494-r1/wave-148f494-r1/cells/seed271828-robin-penalty-query_time
robin,271828,unconstrained,autonomous,1249,145,0.0003269925364293158,9.999999999999965e-17,2.2833782570668032e-07,0.0011587441450297737,23.558826446533203,0.10715596377849579,True,46330dd60e4b40a0e74488458bf83272ed64df69a9ecae122d5b7bdb398e47f1,53980475bd5409b4a234d28911a92d0229997fa69a5e7e50c44745997160f563,/work/home/zenghang/semigroup_runs/20260830-boundary-family-wave2-148f494-r1/wave-148f494-r1/cells/seed271828-robin-unconstrained-autonomous
robin,271828,unconstrained,query_time,1249,145,0.00033736269688233733,0.01615250890220245,0.011808646270253171,0.0013289369658468113,15.037967681884766,0.10704967379570007,True,46330dd60e4b40a0e74488458bf83272ed64df69a9ecae122d5b7bdb398e47f1,9c59233cc2a03336e409d5b51cadfbb4209d84b91e60afa9afdb12832a25bc98,/work/home/zenghang/semigroup_runs/20260830-boundary-family-wave2-148f494-r1/wave-148f494-r1/cells/seed271828-robin-unconstrained-query_time
